CustomerID,TransactionID,Date,Product,Amount
CUST2659,T451982,2024-07-04,Belt,3232.41
CUST2691,T304296,2024-07-04,Saree,7484.6
CUST2114,T729887,2024-07-05,Saree,4359.33
CUST2584,T726628,2024-07-05,Sneakers,4572.63
CUST2596,T641672,2024-07-05,Handbag,7550.28
CUST2205,T411577,2024-07-05,Sneakers,8142.14
CUST2788,T413401,2024-07-05,Blazer,6715.9
CUST2531,T175056,2024-07-05,Kurti,6244.64
CUST2627,T168995,2024-07-05,Blazer,4159.65
CUST2209,T171186,2024-07-06,Formal Shoes,8895.52
CUST2067,T954628,2024-07-06,Blazer,5153.44
CUST2325,T531457,2024-07-07,Cap,3126.75
CUST2495,T661853,2024-07-08,Formal Shoes,3989.18
CUST2648,T374094,2024-07-09,Belt,8396.8
CUST2728,T942018,2024-07-09,Sneakers,5624.88
CUST2775,T931929,2024-07-09,Dress,6490.62
CUST2024,T582022,2024-07-10,Kurti,6171.91
CUST2749,T363567,2024-07-10,Formal Shoes,9258.71
CUST2234,T702943,2024-07-11,Watch,9357.14
CUST2218,T844797,2024-07-11,Sneakers,5765.15
CUST2604,T813006,2024-07-11,Lawn Suit,5570.67
CUST2554,T181056,2024-07-12,Kurti,8419.53
CUST2794,T907823,2024-07-12,Kurti,4122.83
CUST2552,T479650,2024-07-12,Saree,8213.53
CUST2402,T929993,2024-07-12,Handbag,4780.98
CUST2021,T811375,2024-07-13,Watch,7639.33
CUST2383,T446862,2024-07-13,Saree,9985.01
CUST2775,T542499,2024-07-14,Formal Shoes,5173.12
CUST2693,T177710,2024-07-14,Jeans,8983.57
CUST2728,T377289,2024-07-14,Saree,3636.86
CUST2159,T773118,2024-07-14,Lawn Suit,6658.66
CUST2244,T730796,2024-07-14,Kurti,5622.82
CUST2422,T450027,2024-07-15,Belt,7000.29
CUST2763,T533371,2024-07-15,Lawn Suit,3694.66
CUST2435,T378971,2024-07-16,Cap,7026.26
CUST2662,T513733,2024-07-16,Handbag,6475.55
CUST2648,T479045,2024-07-16,Sneakers,4246.54
CUST2753,T628825,2024-07-17,Sneakers,7611.62
CUST2536,T701303,2024-07-17,Handbag,5068.05
CUST2194,T725295,2024-07-17,Saree,5710.28
CUST2112,T602854,2024-07-17,Cap,4398.1
CUST2352,T686402,2024-07-18,Belt,8804.94
CUST2021,T198195,2024-07-18,Formal Shoes,7225.65
CUST2079,T362099,2024-07-19,Belt,9953.4
CUST2225,T992500,2024-07-19,Kurti,3788.48
CUST2554,T699509,2024-07-21,Handbag,5708.03
CUST2370,T103434,2024-07-21,Watch,4926.98
CUST2328,T805623,2024-07-21,Jeans,6048.32
CUST2728,T269746,2024-07-21,Sneakers,9027.35
CUST2739,T288016,2024-07-21,Blazer,6264.48
CUST2470,T533310,2024-07-22,Blazer,7620.93
CUST2791,T176294,2024-07-22,Dress,3129.85
CUST2174,T372223,2024-07-23,Kurti,4462.52
CUST2039,T619521,2024-07-23,Jeans,5167.8
CUST2383,T186885,2024-07-24,Kurti,8203.36
CUST2079,T218103,2024-07-24,Lawn Suit,7575.57
CUST2032,T707726,2024-07-25,Blazer,3743.88
CUST2265,T320562,2024-07-26,Watch,9660.22
CUST2246,T510591,2024-07-27,Blazer,5257.39
CUST2185,T626583,2024-07-27,Sneakers,3863.54
CUST2063,T227690,2024-07-28,Handbag,10569.15
CUST2431,T810056,2024-07-28,Jeans,5860.47
CUST2553,T909371,2024-07-28,Blazer,5497.17
CUST2090,T240686,2024-07-28,Watch,8704.81
CUST2439,T258768,2024-07-29,Kurti,8282.08
CUST2691,T382751,2024-07-29,Jeans,8917.63
CUST2536,T101481,2024-07-30,Saree,4325.4
CUST2693,T400262,2024-07-30,Blazer,5809.03
CUST2603,T860868,2024-07-30,Dress,8380.64
CUST2264,T217333,2024-07-31,Dress,8568.11
CUST2435,T910791,2024-07-31,Watch,6668.59
CUST2495,T837682,2024-08-01,Dress,7561.26
CUST2234,T554128,2024-08-01,Sneakers,8068.39
CUST2791,T219206,2024-08-01,Sneakers,2961.66
CUST2395,T360486,2024-08-03,Kurti,6109.63
CUST2754,T384276,2024-08-03,Dress,3706.95
CUST2648,T583991,2024-08-03,Saree,4917.36
CUST2758,T452215,2024-08-04,Jeans,4000.77
CUST2604,T825285,2024-08-04,Saree,7936.59
CUST2246,T218942,2024-08-04,Dress,5976.11
CUST2536,T498388,2024-08-05,Formal Shoes,8448.45
CUST2021,T106855,2024-08-06,Belt,8915.05
CUST2234,T557310,2024-08-07,Dress,3405.75
CUST2788,T655282,2024-08-08,Dress,9019.16
CUST2209,T785176,2024-08-08,Handbag,8632.81
CUST2096,T197990,2024-08-09,Handbag,6257.77
CUST2749,T184590,2024-08-09,Jeans,3252.22
CUST2099,T714571,2024-08-09,Dress,7385.87
CUST2791,T244810,2024-08-09,Blazer,3964.66
CUST2763,T277200,2024-08-12,Blazer,5453.36
CUST2554,T406804,2024-08-12,Handbag,2901.93
CUST2629,T708197,2024-08-12,Watch,3751.07
CUST2753,T217900,2024-08-14,Dress,6710.94
CUST2725,T975543,2024-08-14,Jeans,5493.03
CUST2063,T971865,2024-08-14,Lawn Suit,7332.96
CUST2174,T832049,2024-08-15,Jeans,6239.59
CUST2563,T215607,2024-08-15,Handbag,7776.48
CUST2424,T664342,2024-08-15,Dress,3858.08
CUST2775,T810761,2024-08-16,Saree,7589.27
CUST2788,T166638,2024-08-18,Cap,6468.0
CUST2325,T520791,2024-08-18,Dress,3452.75
CUST2225,T968421,2024-08-18,Kurti,6966.28
CUST2672,T417386,2024-08-19,Saree,4721.58
CUST2604,T328657,2024-08-19,Belt,6419.18
CUST2067,T971876,2024-08-19,Kurti,7713.34
CUST2187,T639703,2024-08-21,Watch,8445.6
CUST2659,T761368,2024-08-21,Formal Shoes,5544.61
CUST2262,T919517,2024-08-21,Lawn Suit,7873.71
CUST2369,T903101,2024-08-21,Watch,3220.72
CUST2112,T546647,2024-08-21,Handbag,4651.59
CUST2021,T741163,2024-08-21,Formal Shoes,6828.52
CUST2439,T996773,2024-08-23,Formal Shoes,4731.49
CUST2553,T662920,2024-08-23,Kurti,5794.45
CUST2749,T827950,2024-08-23,Jeans,4721.1
CUST2383,T120343,2024-08-24,Jeans,4489.99
CUST2194,T665183,2024-08-24,Blazer,7388.46
CUST2552,T659052,2024-08-24,Dress,7259.31
CUST2531,T530050,2024-08-24,Formal Shoes,8877.41
CUST2627,T382711,2024-08-25,Jeans,9280.23
CUST2470,T889444,2024-08-25,Handbag,9269.58
CUST2192,T257087,2024-08-26,Dress,6018.41
CUST2328,T496495,2024-08-26,Kurti,9006.56
CUST2739,T885268,2024-08-26,Watch,8024.48
CUST2693,T330330,2024-08-27,Handbag,4641.54
CUST2422,T110216,2024-08-28,Saree,6159.29
CUST2039,T652371,2024-08-28,Lawn Suit,6129.3
CUST2662,T274930,2024-08-28,Saree,9216.22
CUST2629,T309600,2024-08-29,Jeans,4918.5
CUST2424,T717506,2024-08-29,Dress,6256.77
CUST2205,T546382,2024-08-29,Handbag,6641.29
CUST2791,T414071,2024-08-29,Watch,7181.16
CUST2024,T331011,2024-08-29,Cap,6592.22
CUST2067,T129405,2024-08-30,Saree,6896.31
CUST2244,T358296,2024-08-30,Saree,6504.58
CUST2185,T719140,2024-08-30,Cap,4218.87
CUST2625,T862435,2024-08-31,Cap,3891.79
CUST2596,T858132,2024-08-31,Watch,5449.12
CUST2194,T584277,2024-08-31,Sneakers,6491.84
CUST2431,T910197,2024-08-31,Jeans,4758.47
CUST2225,T464997,2024-09-01,Kurti,4719.98
CUST2114,T837522,2024-09-01,Formal Shoes,5989.04
CUST2325,T691898,2024-09-01,Sneakers,7613.86
CUST2794,T803457,2024-09-01,Jeans,3855.59
CUST2395,T155465,2024-09-01,Belt,9165.16
CUST2402,T241713,2024-09-02,Formal Shoes,3784.56
CUST2728,T239011,2024-09-02,Blazer,5960.6
CUST2584,T316200,2024-09-02,Belt,4001.59
CUST2244,T396313,2024-09-04,Kurti,3359.78
CUST2725,T530316,2024-09-04,Kurti,10022.79
CUST2648,T426079,2024-09-04,Sneakers,5379.28
CUST2096,T597654,2024-09-04,Blazer,6646.45
CUST2032,T695493,2024-09-04,Watch,7564.6
CUST2536,T401299,2024-09-06,Formal Shoes,9144.71
CUST2495,T267446,2024-09-06,Saree,3707.54
CUST2246,T461798,2024-09-06,Dress,7736.08
CUST2079,T436945,2024-09-07,Formal Shoes,4382.55
CUST2063,T627645,2024-09-07,Cap,6548.22
CUST2753,T298173,2024-09-07,Jeans,3130.85
CUST2159,T671227,2024-09-07,Sneakers,7782.84
CUST2337,T662837,2024-09-08,Jeans,4962.61
CUST2264,T552958,2024-09-08,Kurti,5019.55
CUST2779,T484078,2024-09-08,Belt,4647.66
CUST2218,T522901,2024-09-08,Cap,4262.17
CUST2370,T213970,2024-09-10,Kurti,7734.48
CUST2424,T156428,2024-09-10,Lawn Suit,7263.54
CUST2021,T889760,2024-09-11,Handbag,6874.45
CUST2185,T783453,2024-09-11,Belt,8128.51
CUST2192,T369327,2024-09-12,Handbag,6026.18
CUST2235,T227731,2024-09-13,Jeans,5906.32
CUST2090,T544961,2024-09-13,Kurti,4610.7
CUST2754,T290996,2024-09-14,Formal Shoes,6577.55
CUST2352,T841494,2024-09-14,Sneakers,8425.95
CUST2596,T134211,2024-09-14,Handbag,2960.72
CUST2435,T834723,2024-09-14,Dress,4828.8
CUST2395,T526407,2024-09-14,Kurti,8519.36
CUST2234,T148688,2024-09-14,Formal Shoes,5428.57
CUST2758,T806551,2024-09-14,Dress,8986.39
CUST2439,T761869,2024-09-16,Watch,6919.5
CUST2039,T514060,2024-09-16,Dress,5767.73
CUST2276,T499102,2024-09-17,Cap,6834.18
CUST2691,T531007,2024-09-17,Lawn Suit,7444.68
CUST2625,T724805,2024-09-17,Jeans,5818.97
CUST2672,T787276,2024-09-18,Formal Shoes,6125.89
CUST2244,T636609,2024-09-18,Cap,4582.83
CUST2629,T178777,2024-09-18,Lawn Suit,5770.62
CUST2557,T577873,2024-09-18,Sneakers,9282.93
CUST2265,T433428,2024-09-19,Handbag,3176.04
CUST2234,T764219,2024-09-19,Formal Shoes,6427.84
CUST2114,T367853,2024-09-19,Kurti,5597.97
CUST2096,T726393,2024-09-20,Handbag,10218.3
CUST2099,T271791,2024-09-20,Handbag,8197.61
CUST2404,T235746,2024-09-21,Blazer,6474.78
CUST2187,T345503,2024-09-21,Kurti,5384.83
CUST2728,T503053,2024-09-22,Lawn Suit,7359.91
CUST2159,T523450,2024-09-23,Formal Shoes,7421.34
CUST2553,T313329,2024-09-23,Blazer,7927.65
CUST2749,T653680,2024-09-23,Kurti,3426.48
CUST2032,T476196,2024-09-23,Belt,5027.43
CUST2603,T875099,2024-09-24,Belt,6226.96
CUST2754,T691326,2024-09-24,Saree,5368.65
CUST2788,T496151,2024-09-24,Formal Shoes,7657.62
CUST2235,T307121,2024-09-26,Handbag,6834.71
CUST2264,T919014,2024-09-26,Handbag,7664.48
CUST2575,T883263,2024-09-26,Sneakers,6803.27
CUST2328,T870454,2024-09-26,Watch,4584.92
CUST2739,T909623,2024-09-27,Handbag,3020.25
CUST2563,T713287,2024-09-27,Kurti,7967.31
CUST2174,T759698,2024-09-27,Lawn Suit,4000.83
CUST2553,T583231,2024-09-28,Lawn Suit,8430.13
CUST2163,T654305,2024-09-28,Cap,7738.12
CUST2209,T984804,2024-09-28,Jeans,8472.82
CUST2775,T260370,2024-09-29,Sneakers,8252.66
CUST2262,T461820,2024-09-29,Kurti,3538.69
CUST2552,T206554,2024-09-29,Dress,4645.72
CUST2763,T728080,2024-09-29,Handbag,6366.71
CUST2205,T452725,2024-09-29,Cap,7260.91
CUST2079,T354211,2024-09-30,Handbag,7058.26
CUST2604,T407434,2024-09-30,Lawn Suit,7960.5
CUST2625,T756294,2024-09-30,Lawn Suit,5237.83
CUST2246,T353829,2024-09-30,Jeans,5225.39
CUST2194,T188412,2024-10-01,Belt,4394.1
CUST2192,T637285,2024-10-01,Belt,6341.97
CUST2531,T712710,2024-10-02,Blazer,8707.88
CUST2575,T472650,2024-10-03,Cap,3953.06
CUST2694,T999254,2024-10-03,Belt,6885.11
CUST2099,T560243,2024-10-03,Watch,5747.31
CUST2369,T928011,2024-10-04,Sneakers,5984.19
CUST2725,T814578,2024-10-06,Cap,7760.41
CUST2246,T805044,2024-10-07,Kurti,3034.53
CUST2470,T363684,2024-10-08,Handbag,7513.66
CUST2753,T668840,2024-10-08,Sneakers,4722.72
CUST2112,T206374,2024-10-09,Lawn Suit,5555.04
CUST2039,T598338,2024-10-09,Sneakers,5036.05
CUST2662,T300736,2024-10-09,Sneakers,6816.41
CUST2422,T970269,2024-10-10,Watch,6922.55
CUST2554,T175285,2024-10-10,Belt,3276.87
CUST2584,T847414,2024-10-11,Kurti,4076.31
CUST2431,T661575,2024-10-12,Kurti,7609.62
CUST2402,T565128,2024-10-12,Blazer,10073.07
CUST2371,T245972,2024-10-12,Handbag,7867.19
CUST2648,T247815,2024-10-12,Watch,7284.75
CUST2627,T725437,2024-10-13,Belt,3260.19
CUST2194,T877283,2024-10-13,Belt,7441.97
CUST2439,T839675,2024-10-13,Belt,9003.69
CUST2739,T688797,2024-10-13,Watch,3996.52
CUST2395,T842799,2024-10-14,Belt,8689.88
CUST2262,T987393,2024-10-14,Kurti,3950.04
CUST2794,T282612,2024-10-14,Handbag,4535.14
CUST2328,T673344,2024-10-15,Formal Shoes,5368.83
CUST2672,T229707,2024-10-15,Watch,8620.24
CUST2659,T540531,2024-10-15,Belt,9495.82
CUST2691,T602116,2024-10-15,Kurti,9329.22
CUST2725,T168394,2024-10-15,Blazer,8991.67
CUST2754,T848180,2024-10-17,Cap,7811.19
CUST2074,T750249,2024-10-17,Cap,7522.67
CUST2753,T333512,2024-10-18,Sneakers,8873.76
CUST2625,T241669,2024-10-18,Watch,2377.15
CUST2495,T907222,2024-10-18,Blazer,6732.4
CUST2370,T459661,2024-10-18,Dress,6601.42
CUST2536,T690205,2024-10-19,Sneakers,5918.92
CUST2739,T534432,2024-10-19,Kurti,4594.8
CUST2791,T120760,2024-10-20,Jeans,9608.8
CUST2329,T323478,2024-10-20,Handbag,7891.11
CUST2185,T664480,2024-10-20,Formal Shoes,6369.41
CUST2325,T111585,2024-10-21,Watch,4477.74
CUST2424,T400475,2024-10-21,Blazer,3074.85
CUST2112,T311885,2024-10-21,Cap,4708.59
CUST2552,T251916,2024-10-21,Jeans,3261.85
CUST2383,T986499,2024-10-22,Watch,3485.09
CUST2225,T613051,2024-10-22,Jeans,3482.35
CUST2039,T388876,2024-10-22,Handbag,7263.98
CUST2435,T545859,2024-10-23,Dress,8350.8
CUST2788,T228304,2024-10-23,Handbag,8207.95
CUST2023,T517891,2024-10-23,Watch,4352.56
CUST2024,T515033,2024-10-23,Watch,2776.06
CUST2276,T348244,2024-10-23,Dress,3222.22
CUST2265,T728694,2024-10-24,Saree,3972.8
CUST2371,T826365,2024-10-25,Lawn Suit,9070.99
CUST2063,T166897,2024-10-25,Kurti,4532.83
CUST2693,T604890,2024-10-25,Jeans,8754.61
CUST2739,T310202,2024-10-26,Handbag,7252.88
CUST2067,T859339,2024-10-26,Belt,8634.66
CUST2262,T886753,2024-10-26,Dress,5664.24
CUST2244,T174507,2024-10-26,Jeans,6958.64
CUST2754,T395784,2024-10-27,Dress,8340.67
CUST2779,T420371,2024-10-27,Formal Shoes,7598.02
CUST2672,T432223,2024-10-27,Jeans,7330.34
CUST2369,T948099,2024-10-28,Dress,6735.63
CUST2728,T319517,2024-10-28,Handbag,7349.91
CUST2114,T614609,2024-10-29,Watch,7823.71
CUST2758,T831238,2024-10-30,Dress,5359.97
CUST2187,T878581,2024-10-30,Cap,7872.57
CUST2662,T439205,2024-10-30,Handbag,4194.4
CUST2194,T500557,2024-10-30,Kurti,7970.99
CUST2235,T773893,2024-10-31,Cap,7849.78
CUST2557,T272706,2024-10-31,Blazer,6363.91
CUST2788,T896869,2024-10-31,Saree,5538.6
CUST2531,T313043,2024-10-31,Dress,4766.53
CUST2747,T381965,2024-11-01,Handbag,7465.75
CUST2775,T284170,2024-11-02,Dress,7887.63
CUST2337,T684008,2024-11-02,Cap,3623.63
CUST2627,T377364,2024-11-03,Cap,5630.07
